,0
title,Fill insurance forms yourself and make complete disclosures
datetime,2019-12-05 09:09:00+00:00
description,"In the Indian market, agents play a role in declaring mis-information in application forms."
content,"In my career in insurance industry, I have met hundreds of customers. I can safely say that 90 per cent of them did not read product brochures properly; neither did they fill the insurance application form themselves. I will talk about the latter in this article.An Insurance policy fundamentally is for protection against an “adverse event” occurring to the insured person. In life insurance, the adverse event could be death. It could be hospitalisation, surgery, etc. in a health policy. It could be a fire or accident in the case of property and motor vehicles insurance policies, respectively.Contract based on faithNoneThis is a critical responsibility of the customer for insurance to work. The insurance industry essentially aggregates the risks faced by thousands of individuals and by creating a portfolio of such individual risks; the overall risk is better managed in the portfolio. This means an insurance company is dealing with thousands, if not millions, of individuals. Each individual applies to the insurance company for a risk cover. Each application is scrutinised by the insurance company by experts for risks. This critical job is done by a special unit of insurance companies – under-writers. The under-writer scrutinises the application form and assesses whether the risk is worth under-writing. If yes, a policy is issued, else, the application is rejected. There is a third option – the under-writer may approve the application, but at a higher rate of premium. This is called charging up the premium. Today, there are sophisticated automated systems being built, but they are merely computer algorithms that do a human under-writer’s job. The nature of underwriting does not change.Once you understand this process, you will appreciate why, if you lie while filling the application form, the insurance company may deny you the claim. For example, if the customer states he/she is not a smoker and at time of his/her death, even if say the death was caused by heart failure, the insurance company has the right to reject the claim because smoking affects a person’s health in multiple ways.Being forthright while filling formsWhat data is important in your application form? In general, it is a good policy to be honest and straight-forward in replying to the questions asked in the application form. Age, common habits such as smoking, drinking alcohol etc. are common ones. Other health-related questions such as personal health history or surgery or illness, family health history etc. should be declared properly. If one has occupational hazards – people working in dangerous factories or in mining jobs – those must be disclosed. There is no penalty to doing this. The insurance company may query (sometimes) you regarding the nature of your prior illness but that does not necessarily mean it will reject your case.In the Indian market, agents play a role in declaring mis-information in application forms. Many of us are lazy to fill the form and we leave it to the agent. This is not a good idea. The agent may not know everything about you or your family and may take a short-cut in filling “blank” or “not applicable” answers to many important questions. This is wrong and you will suffer in the end, not the agent.You are buying insurance to have peace of mind, for securing your family. If you hide crucial data/information or declare what is untrue in your form, the chances of the claim getting approved are threatened. What is the point of taking insurance if after your death or accident, you or your family does not get the claim amount? The purpose itself is defeated. At worst, the may company charge you more premium due to the data you provided in the form. This is welcome, because then you know the benefit of claim cannot be denied to you or your family. Even if the policy is rejected, it is fine, as at least now, you as a customer have clarity. There is no false hope or security. For example, an applicant with severe diabetes or previous heart attack history may be rejected for fresh insurance. This may be disappointing, but still acceptable because in that case the customer will make alternative arrangements for his/her family.Honesty is indeed the best policy when it comes to filling an Insurance form!"
,0
title,PE firm General Atlantic looks to add Badshah Masala to its India menu
datetime,2019-12-05 07:53:00+00:00
description,"General Atlantic wants Capital Foods to expand aggressively into newer segments in the food ingredients business and Badshah Masala with its massive network of points of sale is a good fit, sources told Moneycontrol. "
content,"New York-headquartered private equity firm General Atlantic is cooking a spicy deal and plans to give a fresh desi twist to its consumer food portfolio in India. The bulge bracket fund is in talks to acquire iconic Mumbai-based spice maker Badshah Masala, through its investee company Capital Foods, the owner of the popular ""Chings Secret"" brand of instant noodles and sauces, sources with knowledge of the matter told Moneycontrol.""The deal is in an advanced stage of negotiations and the signing of agreements and an official announcement is likely this month. The Badshah Masala brand is owned by Jhaveri Industries and the promoters, the Jhaveri family, are looking to sell a controlling stake of 76 percent in the company to Capital Foods,"" a source told Moneycontrol."" The plan is for Hemant Jhaveri to make a complete exit by selling his entire 55 percent stake in the company. His cousin brother Kailash Jhaveri holds the remaining 45 percent stake and is set to make a partial exit by selling 21 percent stake,"" added another source.""Badshah Masala is one of the oldest spice brands in the country and has a massive network of points of sales. General Atlantic wants Capital Foods to expand aggressively into newer, additional segments of food ingredients,"" added a third source.Moneycontrol could not independently verify the value of the proposed transaction.Jhaveri Industries had revenues of around Rs 350-400 crores for FY19, as per reports.It sells 48 varieties of blended spices and ground spices ranging from red chilli powder to curry masala and has a manufacturing unit at Umbergaon, Gujarat. Exports to countries like USA, United Arab Emirates, Tanzania and Singapore account for a third of the firm's sales.Badshah Masala’s catchy jingle from the 90’s “ Swaadh Sugandh Ka Raja, Badshah Masala” made the brand a household name. The jingle was also used later on the Mumbai Western Railways suburban train network as part of a campaign. It competes with brands like Everest, MDH, Catch, Mothers Recipe, Priya and others in the Indian market.Ajay Gupta is the Managing Director of Capital Foods, and General Atlantic invested in the packaged foods company in mid-2018. Its popular Indo-Chinese ""Chings Secret"" brand also offers instant soups, chutneys and masalas. Capital Foods also owns the ""Smith & Jones"" brand of cooking pastes, pasta masala and pizza ketchup.In the consumer segment in India, General Atlantic has also invested in supermarket chain D-Mart, casual dining restaurant chain 'Absolute Barbecue' and maker of women's apparel and accessories 'House of Anita Dongre'. It has over $35 billion assets under management (AUM) and has been present in India since 2002. According to its website, other companies in its Indian portfolio include PNB Housing Finance, IIFL Wealth and Asset Management, Hexaware, Byju's and Jubilant Lifesciences amongst others.“The overall food market in India is growing annually at a rate of over 12 percent. It was worth $200 bn in 2016-17 and is expected to cross $540 bn by 2020. A new market for products such as breakfast cereals, pasta, infant food, bakery products, foreign liquor and different types of oils and sauces is driving the growth,” says Anil Talreja, Partner, Deloitte India.According to the 2017-18 annual report of the Spices Board India, Ministry of Commerce & Industry, the export of Indian spices continued its increasing trend and achieved an all-time record in both volume and value.“A total of 10,28,060 tonnes of spices and spice products valued at `17929.55 crores was exported from the country as against 9,47,790 tonnes valued at Rs 17,664.61 crores in 2016-17, registering an increase of 8 percent in volume,” the report said."
,0
title,"More women, mature audience getting hooked on to online video-streaming platforms : Kantar OTT report"
datetime,2019-12-06 20:54:00+00:00
description,The study pointed out at an important finding – 60 percent of heavy television viewers also watch OTT daily. This means that OTT is an add-on. It compliments television and is not here to cannibalize TV.
content,"A recent study has pointed out that the growth of women viewers watching content on over the top (OTT) platforms is faster than that of men.According to Kantar OTT report, a data insights and consulting company, 58 percent men watch content on video streaming platforms but the their viewership growth has slowed down to eight percent from last year.On the other hand, female viewership on OTTs has grown by 14 percent from 2018. Now, as many as 42 percent Indian women watch content on streaming platforms.In addition, OTT consumers between the age of 15 and 19, 20 and 24 and 25 and 34 are seeing a decline in viewership growth by 15 percent, nine percent and six percent respectively.But, users between the age of 35 and 44 and 45 and 55 are seeing 18 percent and 63 percent growth in viewership respectively, as compared to that of last year.This indicates that a more mature audience is taking to OTT platforms to consume content. Looks like the efforts of video streaming platforms in getting more mature content is paying off.Another interesting insight shown by the study is that while the general notion is that consumers watch OTT content on the go, it is home-viewing that is seeing exponential growth.As many as 87 percent OTT viewers watch content at home as against 36 percent, who prefer watching their favorite shows and movies during their travel. Home-viewing has increased 75 percent from the last year and on-the-go-viewing has seen a 38 percent increase.Also, the prime-time slot reserved for television is now being shared by OTT content. The proof of this is that between 8 pm to 12 am, 81 percent viewers are on OTT platforms and 76 percent people watch television.Once a consumer gets hooked on to OTT, then as many as 55 percent consumers watch content on the platform daily.The study pointed out at an important finding – 60 percent of heavy television viewers also watch OTT daily. This means that OTT is an add-on. It compliments television and is not here to cannibalize TV."
,0
title,List of documents required for Pradhan Mantri Awas Yojana
datetime,2019-12-06 15:09:00+00:00
description,PMAY Documents: Get to know the list of documents required while applying for Pradhan Mantri Awas Yojana for salaried and self-employed individuals at Moneycontrol.
content,"The Central Government launched the Pradhan Mantri Awas Yojna with the sole aim of providing affordable housing to both – the urban and rural poor. The programme covers 4,041 statutory towns and has been implemented as a Centrally Sponsored Scheme.One of the features of PMAY is to provide credit linked subsidy that is enforced as a Central Sector Scheme. PMAY has two segments: PMAY – Urban and PMAY- Gramin. It focuses on four key verticals. These are:- Rehabilitating the slum dwellers with the participation of private developers- Providing credit linked subsidy to beneficiaries belonging to the economically weaker sections, low income group and middle income group- Providing grants for beneficiary-led individual house construction- Providing affordable housing options in partnershipYou can apply for the benefits under PMAY through online or offline modes. The application submitted needs to be supported by the relevant documents. Given the nature of the scheme, it can be confusing to find out what materials are needed. We have listed out the critical Pradhan Mantri Awas Yojana documents that have to be submitted by both salaried and self-employed applicants of PMAY.Salaried applicants looking to get benefits under PMAY need to have access to the following Pradhan Mantra Awas Yojana documents at the time of application:Documents for proof of identity:- PAN card. This is a mandatory requirement- Any of the following documents: Voter ID, Aadhar Card, passport, driver’s license, photo identity issued by the government, letter from a recognised public authority or public servant that verifies the status of the customer with a photograph not older than 30 days.Document for proof of address:Any of the following documents can be provided:- A letter from a public authority or public servant that verifies your identity and residence- Rent agreement on stamp Paper- Bank Statements reflecting the address- Life Insurance Policy- Residence address Certificate- Voter card- Aadhar card- PassportDocuments for proof of income:Any of the following documents can be provided:- Last six months bank statement- ITR receipts- Salary slips for the last two monthsProof of purchase of the property (if applicable):- Sales Deed- Sale/ Purchase agreement- Property registration certificate (if available)- Copy of Receipt/(s) of payment/(s) made to the developer (if applicable)For self-employed individuals, however, the documentation for buying a house under PMAY is slightly different. If you are self-employed, you need to ensure that you have access to the following Pradhan Mantri Awas Yojana documents at the time of your application:Documents for proof of identity:- PAN card. This is a mandatory requirement- Any of the following documents: Voters ID, Aadhar Card, Passport, Driving license, Photo credit card, Photo identity issued by the Government, a letter from a recognised public authority or public servant that verifies the identity of the customer with a photograph no older than 30 days.Document for proof of address:You can provide one of the following documents:- Copy of passport- Copy of Aadhar Card- Copy of voter identity card- A letter from an official (recognised public authority of public servant) that verifies both, their identity and your residence- A copy of the latest utility bill i.e. light bill, telephone bill, gas bill- A copy of the rent agreement on stamp paper- Last three months bank statements from a commercial nationalised bank- Credit card statements (if any) for the past three months- Any investments (life insurance policy_- Life Insurance Policy- Letter or certificate issued by the employer on the company letterhead with the residential address- Sale deed copy- Property or municipal tax receipt- Bank statement in case of post office saving- Pension or family pension payment orders (PPOs) issued to retired employees by Govt. departments or Public Sector Undertakings, if they contain the address- Letter of allotment of accommodation from employer issued by State or Central Govt. departments, statutory or regulatory bodies, and public sector undertakings, scheduled commercial banks, financial institutions, and listed companies. Similarly, leave and license agreements with such employers allotting official accommodation- Documents issued by Govt. departments of foreign jurisdiction and letter issued by Foreign Embassy or Mission in IndiaIf you have a business entity, the following documents will be required for the address proof of such entity:- Shops & Establishment Certificate- Trade License Certificate- SSI Registration Certificate- PAN Card/Sales Tax/ VAT certificate- In case you are a firm, you need to provide partnership deeds. However, companies need to provide a Memorandum of Association- Factory registration certificates or export-import code certificates- Qualification or degree certificate in case of professionals- SEBI Registration Certificate- Registration No issued by ROCDocuments for proof of income- ITR (income tax returns) for the last two financial years- Balance Sheet and Profit & Loss accountProof of purchase of property- Property documents- Agreement to sell document copy- Allotment letter or buyer agreement (in case applicable)- Payment receipt made in the name of the developerThe PMAY scheme aims to encourage people from economically weaker sections, lower-income groups, and middle-income groups to purchase their first house. If the applicant has already purchased a house, he or she will not be eligible under PMAY.The Aadhar card details are mandatory for availing of the benefits under PMAY. If you have misplaced your Aadhar card, you can consider applying through your virtual ID number that is mapped to your Aadhar card.Yes, it is mandatory to do so. The applications without adequate PMAY documents are liable to be rejected.Yes, PMAY benefits are available to children, whether married or unmarried, who stay in a house with the parents and parents own the home or in a different house in another city on rent. The applicant should be an earning member and should not be the owner of any other house in any part of the country.PMAY scheme offers the following assistance:- Credit Linked Subsidy scheme- Partnered Affordable housing- Rehabilitating the slum dwellers- Assist with individual house construction or enhancementAn applicant is only eligible to apply for one type of assistance from the government. Such applicants should fulfill the income eligibility criteria and the other criteria that are laid down in PMAY.If the government accepts your application for claiming interest subsidy, the financial institution that has provided you the housing loan will credit the interest subsidy to your account and adjust the EMI accordingly."
,0
title,"From ordering more Biryani to food-delivery for date nights, here's a look at food moods of India"
datetime,2019-12-05 19:45:00+00:00
description,"36 percent of all Bahar-ka-Khana (outside food) occasions with spouses/partners are order-ins, indicating that home is becoming the place of choice for spending a romantic evening."
content,"Did you know, when it comes to ordering food online, Biryani  is one of the the most preferred dishes among consumers?NoneThe survey which was conducted in 13 cities among 3,990 Indian consumers aged between 15-50 years, who consume out-of-home food at least once a month. Along with the top cuisine consumed, the survey revealed more interesting insights regarding online food consumption habits.NoneTwo in three non-home-cooked food occasions are either order-ins or take-aways. Trends are similar in metros and smaller towns, though takeaway is slightly higher beyond metros where delivery is relatively less well-spread owing to logistical challenges.Many restaurants, yet limited experimentation While online food delivery platforms offer a host of restaurants, 82 percent consumers stick to five or less restaurants when they are considering out of home food.“People don’t exercise options and this is an opportunity to look at how to make people experiment more,"" Sreyoshi Maitra, Executive Director, Ipsos told Moneycontrol.Adding to this, Bansi Kotecha, Head of Operations, India and SA, UberEats said that while young millennials are clear as to what they want to eat, they are willing to experiment.""There is a clear shift in how people look for what they want to eat. People earlier would look for a restaurant and then decide what they want to eat. Now, people search for a dish and then find a restaurant. There is a play here on how food tech players can let restaurants be discovered in a way that eaters are able to experiment from them,” he added.Breakfast - a missed opportunityOrdering for day meals and dinner may be a common affair on online food delivery platforms, but the same is not the case when it comes to morning meals.Around 82 percent consumers take home-cooked breakfast.Hence, breakfast comes across like a home delivery opportunity missed, which could be addressed by an array of hot and fresh morning meals, the report pointed out.Ordering food online- a matter of convenienceNot only has the concept of ordering-in become a matter of convenience, consumers are choosing better packaging to make the experience easier.This is why all-in-one meal bowls are preferred by one in three consumers. Specifically, for delivery, 51 percent order a combo meal or a meal-in-a-box.Plus, in case of ordered-in food, 35 percent eat straight out of the box.Have a date? Then why not order-in?NoneThis is clearer in the nature of the order too. Consumers spend more (order value being three times compared to a solo order and similar to a larger group order) and spend on other items apart from the basic meal, especially desserts."
,0
title,Moneycontrol App now has some interesting features for better user experience
datetime,2019-12-05 16:57:00+00:00
description,These features have three objectives: a) Easy discovery of our popular tools b) a simple interface that makes interaction smoother and c) to help you learn and earn from the insights of investment experts
content,"India is home to Asia’s oldest stock exchange—BSE Ltd, which in turn houses a little over 4000 listed companies. For a fast growing economy like ours, financial markets provide the much needed lifeblood to keep the engines beating. And yet, when it comes to financial literacy, there is some distance that we as a nation need to cover.Towards promoting financial awareness by helping users make better sense of data, Moneycontrol has introduced some interesting features on its app.These features have three objectives: a) Easy discovery of our popular tools b) a simple interface that makes interaction smoother and c) to help you learn and earn from the insights of investment expertsNoneDiscovery made Simple NoneNoneNoneUncomplicated User-Friendly InterfaceNoneLearn More and Earn MoreNoneNoneThe era of digital media has transformed business and financial markets. Moneycontrol has constantly experimented and strived to introduce unique features and tools that help its consumers to stay one step ahead and make most of the opportunities in a fast growing economy."
,0
title,Aditya Birla Sun Life Mutual Fund on WhatsApp: Anytime service to investors
datetime,2019-12-04 15:50:00+00:00
description,"Through this service, investors will also be able to register for new SIPs via WhatsApp"
content,
,0
title,"I-T Department probing fraudulent F&O brokers, beneficiaries"
datetime,2019-12-05 17:55:00+00:00
description,"Searches were conducted in Kolkata, Mumbai, Hyderabad, Delhi, Ahmedabad and Jaipur after the I-T intelligence and criminal cell detected illiquid option trades"
content,"The Income Tax (I-T) Department is probing Future and Options (F&O) brokers, bogus entry players and beneficiaries of these bogus trades for evading long term capital gain (LTCG) tax.""I-T department conducted searches on brokers and beneficiaries over the past two days, and it may continue for another couple of days,"" a source close to the development told Moneycontrol.Searches were mainly conducted in Kolkata, Mumbai, Hyderabad, Delhi, Ahmedabad and Jaipur after the I-T intelligence and criminal cell detected illiquid option trades.In October 2018, the Central Board of Direct Tax (CBDT) had written a letter to SEBI seeking information on the same. SEBI had in FY14-15 passed an order in regard to the matter.NoneUnderstanding the methodLet us understand this better with an example.For a derivative trade to be executed, a specific buy quantity by investor A has to be matched with a corresponding sale transaction by investor B. Now, trader A can get into an agreement with B to buy back the illiquid contract any time before expiry at a pre-determined higher price. This will result in profit in the books of A and an equivalent loss in B’s books.Trader A will now be able to convert his black money into white because of this profit, despite having to pay securities transaction tax and short-term capital gains on this profit. Though trader B incurred a loss, he will be paid off in black and can carry forward this loss for eight years, which can be set-off against future capital profits.History and similar casesThis is not the first time that I-T officials have suspected tax evasion via the capital markets. In FY14-15, the Director-General of Income Tax, Kolkata prepared a report detailing how penny stocks were used to evade LTCG tax of over Rs 80,000 crore.Later on, SEBI gave a clean chit to entities listed in the report, thus watering down the case. The market regulator at that time mentioned in its internal note to the SEBI board that they were only concerned with the price manipulation and not tax evasion, as the latter is under the I-T Department’s purview.In 2010, unique client code modifications worth Rs 55,000 crore per month were made on the NSE by 82 brokers in the equity, equity derivative and currency segments. This amount collectively is over several lakh crores.In September 2019, the I-T Department sent letters to stock exchanges, asking them to look more closely into cases of client code modifications to help spot tax evasion tactics.NoneI-T’s letter also states that exchanges should probe whether the requested client code modifications are intended for genuine purposes. The department’s renewed glare on client code modifications as a method to evade taxes comes after it its success in plugging another loophole of tax evasion.Modifications in client code – unique trading ID given to all clients – are required in case of a manual error on the part of investor or broker while punching in the client code at the time of order. For instance, a broker may have mixed up an order for Client A with that of Client B."
,0
title,Maruti Suzuki Ertiga BSVI Diesel spied ahead of launch
datetime,2019-12-02 12:17:00+00:00
description,The MPV was spotted most recently under testing without camouflage.
content,"Ahead of the BSVI emission norms which will be implemented from April 1, 2020, Maruti Suzuki is gearing up to launch BSVI-compliant versions of its existing models. Among them is the Ertiga, whose diesel variant was recently spotted under testing on Indian roads.The MPV was spotted most recently under testing without camouflage. Maruti Suzuki has officially confirmed that it will discontinue the diesel engines in its lineup, due to the high costs of upgrading them to BSVI emission norms.However, contradictory to its statement, the new Ertiga was spotted with a diesel engine. Though it hasn’t been officially confirmed, it can be expected that the Indian carmaker will continue its 1.5-litre diesel engines.Currently, the Ertiga is equipped with a 1.5-litre DDiS diesel engine which makes 95PS of maximum power and 225Nm of peak torque. It is speculated that the new Ertiga will get a Fiat-sourced 1.6-litre DDiS engine which makes 120PS of maximum power and 320Nm of peak torque.Diesel powertrains are preferred by a majority of MPVs currently sold in India. Hence, discontinuing the diesel option for Ertiga would serve as a major hurdle to the company’s sales. However, it is unlikely that it will receive the company’s 1.6-litre Multijet diesel engine as the company seems to have spent a significant amount on making its 1.5-litre DDiS engine BSVI compliant."
,0
title,Zhili has become the children’s garment centre of the world
datetime,2019-12-04 19:40:00+00:00
description,"Zhili has managed to free itself from the clutches of some of the crudest forms of industrialization and return to its ancient roots that lay in weaving, knitting and pastoral settings."
content,"Today, Zhili town is the largest centre in China for making children’s garments. The town and its surroundings exhibit lush greenery, ever-flowing streams and clean roads. But it wasn’t always so.Located in the hinterland of China's Yangtze river delta economic circle, Zhili town covers an area of 90 square kilometres with a permanent resident population of more than 450,000. It squats in the midst of three waters – the Tau Tang in the South, Taihu lake in the North, and Beihengtang in the middle. True to the adage that water breeds life, the region developed ancient water systems. In 2016, the neighbouring Yigao village was selected as a model irrigation village by the World Heritage Foundation. This village was famous for its weaving, and water transport through the nearby Hujiong harbour gave it access to markets.But in between the past and the present came short-sighted industrialisation. Three decades ago, the area known as Zhili and the adjoining Yu village in Zhejiang province were hostages to some of the crudest forms of industrialisation. Many still remember that there used to be a 30,000-square-meter quarry in the vicinity. It had abandoned its ancient roots that lay in weaving, knitting and pastoral settings. It used to embrace embroidery, shipbuilding, book printing and book trading industry in older times.NoneThe neighbourhood changed. Streams were cleaned up and greenery was protected. The quarries and mines went. In came fabrics, weaving, knitting and garments. Over the past 20 years, it has attracted numerous wholesalers from all over the country to make their purchases at the Zhili south gate.  In the north cashmere sweaters are popular.Garment weaving and hi-tech industries nestle together. Electronics, robotics and e-commerce are the new non-polluting industries around today. Some of them have become suppliers to the world’s top 500 companies such as Apple, Belsen, Hitachi, Sumitomo, Foxconn, BlueThink Technology, and Bourne optical.Hitech has blended into garment making as well. In Zhili you can witness the magic of a child’s dress being readied in just 45 seconds. Intelligent production and logistics further add to the bottom line of this industry.  On an average 3,000 children’s clothes are transported out of weaving in out of Zhili every minute. The town is busy -- even at night.The garment industry is huge.  In 2018, according to Xinhua, it produced 1.3 billion pieces/sets of children's clothes produced and sold by over 13,000 companies with annual sales reaching 50 billion yuan (about US$ 7.33 billion).  Not all of it gets exported.  China has a bustline and attractive domestic market as well.Zhili alone has around 20,000 are children.  In 2018, China alone accounted for 246 million children/ This is expected to reach around 250 million by 2023. The sales volume of China's children's wear market reached 160 billion yuan (US$ 22.75 billion – each yuan is approximately Rs.10). and this is expected to grow to 265.5 billion yuan (US$37.7 bn) in 2020.That could explain why the biggest children’s garment brand in Zhili – QiruiDeze  -- prefers to sell only to the domestic market.  But, according to Li Yun Pin, Chairman, and owner of the QiruiDeze brand, he is considering exports – especially to Africa.  He is also considering shifting some of his production base to Vietnam or Laos  -- not India – to cope with increasing costs of Chinese labour.  Studies are underway.  Wherever automation reduces costs, it will be adopted. The rest could go overseas.  But India is important as a market.  That is why he has begun looking for dealerships in this country as well.He, like many other garment manufacturers, admits that were it not for Zhili, he might not have grown so big and so quickly.  He has self-financed this brand and has around 1,600 stores (owned and franchisee) across China – all within 15 years. He employs around 5,000 people, but refuses to discuss investments (“my people are my biggest investment”, he says smilingly). “We will add more stores in years to come, and we will expand overseas as well,” adds Li. He admits that there are bigger players than him in the country, notably Balabala, which grew over four decades outside of Zhili. It has sales of 65 billion yuan ($8.8 bn) compared to his own 5 billion yuan ($711 million). But he is confident of becoming a 100 billion yuan company ($14.2 bn) within the next five years.With garment sales zooming, the growth of the e-commerce sector was inevitable.  Even Li wants to sell through the internet – through stores like Alibaba and Amazon -- by next year. Currently, the number of e-commerce shops has swelled to 10,000.All this resulted in more jobs – and accommodation/construction -- for workers who came here from other provinces. More than three-fourths of the population comes from other provinces – and are quaintly called immigrants. To ensure that there are no disputes on account of different cultural backgrounds, social governance has played a significant part. The aim is to prevent crime. Penalising culprits is a next step that comes in only when the first has failed.At the core of all this development is the search for the best talent, because no industry can survive without attracting the best of talent. That is a lesson India needs to learn even as political parties clamour for reserving 80 percent of jobs for locals.Most people talk of Zhino. She is the fabled daughter of a weaver who fell in love with a cowherd. Their romance was forbidden because both came from different communities. Hence both were banished. Today, there are operas and stories about how the two can be found at either end of a road called the Milky Way.The romance finds its way into a booming child population in Zhili. And fashion parades in Zhili are also unusual. They have children strutting the stage. That has caused a market for child models to flourish. They can earn as much as $1,500 a day. But China does not want its children without education. Its social governance system steps in when a child misses school. Business must grow. But not at the cost of the future generation.The author is consulting editor with Moneycontrol."
,0
title,"Tata Power to evolve into service company, thanks to world’s largest microgrid project"
datetime,2019-12-04 12:57:00+00:00
description,"India's largest integrated power generator is evolving into a service company, says CEO & MD Praveer Sinha"
content,
,0
title,Are you NTC? Help is here
datetime,2019-12-06 18:44:00+00:00
description,"NBFCs contributed 40 percent of new loan accounts in retail, consumer, housing, and small business segments."
content,"It is a scenario that many youngsters, professionals or budding entrepreneurs have encountered – inability to get finance or credit from traditional financial institutions. Falling under the ‘new to credit’ or NTC category, this challenge compels them to seek out informal credit options who charge higher rate of interest.Sensing an opportunity in this space, many non-banking financial companies (NBFC) and fintechs are stepping in to help NTCs access credit. One market report found that in FY 2019, NBFCs contributed 40 percent of new loan accounts in retail, consumer, housing, and small business segments.Here are five fintechs who leverage data and analytics to offer finance and credit online to a wide demography, thereby boosting financial inclusion.NoneNoneNoneNone"
,0
title,Here’s how Pet Fed – a festival for your furry friends – is becoming big in India
datetime,2019-12-04 20:15:00+00:00
description,Growth in both ticketing and sponsorship revenue is one reason for the optimism.
content,"Don't you like to step out of the confines of your house for a breath of fresh air and some entertainment to go with it? Your pet can have the same desire. What are the options, you ask? Maybe a walk in the park or an excursion to a pet-friendly restaurant, which is not only hard to find but also has not much to offer to keep your furry friends entertained.A big break for your pet could be taking them to the Pet Fed Festival, which is the only pet festival in India offering fashion shows, security dog show, off-leash play area, cat zone, pet care stalls and more.Started in 2014 by Akshay Gupta, who thought that a pet festival would be right in India as the country is not very pet friendly, is taking the festival to more cities after seeing strong traction in Mumbai, Delhi and Bengaluru.Talking to Moneycontrol, Gupta said that the agenda is to be present in at least 10 cities in India.“We are also present in Pune, Chandigarh and Hyderabad, but this year, we have smaller events there. Next year, we will have the main festival there as well. The growth for the festival is steep because we add new cities every year and next year, we will be present in five cities,” he said.He added that a lot of queries are coming from smaller towns like Gwalior, Ahmedabad, Surat, and Indore to have a Pet Fed there.What makes Gupta so optimistic about the growth of the Pet fed Festival?Growth in both ticketing and sponsorship revenue is one reason for the optimism.Initially, the ticketing revenue was growing at about 25 percent every year. Now, it grows at about 12 percent. “So, seven to eight percent is organic footfall growth. There is also an increase in the price of tickets every year. We increase the price of the ticket by Rs 50 every year. So, the overall increase comes up to about 12 percent hike YoY in ticketing revenue. The ticketing revenue is around Rs 60 lakh per city,” added Gupta.Currently, the ticket price is Rs 400 per person.In terms of sponsorship, he said that the festival is seeing sharper growth. In absolute numbers, the exhibition revenue makes up for Rs 90 lakh to Rs 95 lakh per city.As many as 220 brands across the three cities (Mumbai, Delhi, Bengaluru) associate with the festival each year.“We have about 120-140 different brands. Plus, there are brands that are repeated across cities,” added Gupta.Rise in ticketing and sponsorship revenue are an indicator of a strong footfall at the festival.In 2017, Pet Fed saw 20,000 visitors in Delhi alone, which went up to 21,500 last year and 22,500 visitors are expected to attend the festival this year.“In the first two years, we saw very sharp growth and the footfall used to grow 20 percent every year. Since then, it has been growing but at a pace of about 7 - 8 percent per annum,” said Gupta.While the exhibition or sponsorship has been at the lower end in 2019, Gupta is expecting the usual growth of 25 percent this year as he believes that the pet industry is nascent in India and hence far from saturation.This year, Pet Fed visited Bengaluru and is now coming to Mumbai and Delhi on December 28 -29 and January 11 and 12, 2020 respectively.Delhites, if you are planning to visit the festival, remember that the Delhi Police Crime Branch is performing at the police dog show with 12 dogs and 22 officers."
,0
title,Will sale of assets be enough to resolve Wockhardt's problems?
datetime,2019-12-02 22:05:00+00:00
description,Moneycontrol on November 29 reported on Cipla emerging as a major contender for some of these divisions of Wockhardt that are up for sale. 
